Physical Conditions Disappear After Writing Solemn Statements Regretting Disrespectful Remarks,Các vấn đề về sức khoẻ biến mất sau khi viết nghiêm chính thanh minh
"From 610 Office Directors to Government Officials, People in China Support Falun Dafa","Từ lãnh đạo Phòng 610 cho đến các viên chức chính phủ, người dân Trung Quốc Đại lục ủng hộ Pháp Luân Đại Pháp"
"Additional Persecution News from China – February 13, 2023 (13 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 13 tháng 2 năm 2023 (13 báo cáo)
"Suizhou City, Hubei Province: Falun Gong Practitioners Harassed by Local Police","Các học viên Pháp Luân Công tại Thành phố Tùy Châu, tỉnh Hồ Bắc bị cảnh sát địa phương sách nhiễu"
75-Year-Old Shandong Woman Dies Four Years After Being Sentenced to Nine Years for Her Faith in Falun Gong,Cụ bà 75 tuổi ở tỉnh Sơn Đông qua đời chỉ 4 năm sau khi bị kết án 9 năm tù
Police Threaten to Sentence Woman to 3 to 5 Years for Raising Awareness about the Persecution of Her Faith,Cảnh sát đe dọa kết án một phụ nữ từ 3 tới 5 năm tù vì nâng cao nhận thức về cuộc bức hại Pháp Luân Công
25-year-old Man Sentenced to 3.3 Years for Practicing Falun Gong,"Người thanh niên 25 tuổi bị kết án 3,5 năm tù vì tu luyện Pháp Luân Công"
People in China Are Awakening,Người dân ở Trung Quốc Đại Lục đang thức tỉnh
Recovering from COVID After Reciting Falun Dafa's Auspicious Phrases,Hồi phục khỏi COVID một cách thần kỳ nhờ thành tâm niệm chín chữ chân ngôn của Pháp Luân Đại Pháp
"Additional Persecution News from China – February 11, 2023 (10 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 11 tháng 2 năm 2023 (10 báo cáo)
Shandong Woman Dies in the Persecution of Falun Gong,Một người phụ nữ ở tỉnh Sơn Đông qua đời trong cuộc bức hại Pháp Luân Công
Two Falun Dafa Practitioners Still Incarcerated in Yongchuan Prison in Chongqing,Trùng Khánh: Hai học viên Pháp Luân Đại Pháp vẫn đang bị giam giữ trong Nhà tù Vĩnh Xuyên
"Additional Persecution News from China – February 10, 2023 (10 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 10 tháng 2 năm 2023 (10 báo cáo)
"Reported in 2022: 7,331 Falun Gong Practitioners Arrested or Harassed for Their Faith",Báo cáo năm 2022: 7.331 học viên Pháp Luân Công bị bắt và sách nhiễu vì kiên định đức tin
Awakening After Reading “How Humankind Came to Be”,Thức tỉnh sau khi đọc bài viết “Vì sao có nhân loại”
Falun Dafa Saves Man Dying From HIV and Severe Pneumonia,Pháp Luân Đại Pháp cứu sống người đàn ông sắp chết vì HIV và viêm phổi nặng
25-year-old Man Sentenced to 3.3 Years for Practicing Falun Gong,"Người thanh niên 25 tuổi bị kết án 3,5 năm tù vì tu luyện Pháp Luân Công"
Jiangxi Woman Set to Finish Five Years of Prison for Practicing Falun Gong,Người phụ nữ Giang Tây sắp mãn hạn án tù 5 năm vì tu luyện Pháp Luân Công
Two Falun Gong Practitioners Develop Severe Medical Conditions Due to Torture in Prison,Hai học viên Pháp Luân Công xuất hiện vấn đề sức khỏe nghiêm trọng vì bị tra tấn ở trong tù
"Beijing Woman Faces Trial Again After Ten Years of Detention, Husband Dies from Mental Distress","Sau 10 năm bị giam giữ, người phụ nữ Bắc Kinh lại đối diện với xét xử, chồng bà qua đời vì khủng hoảng tinh thần"
Belated News: Husband and Wife Die Seven Years Apart in the Persecution of Their Shared Faith,Tin muộn: Hai vợ chồng qua đời cách nhau 7 năm vì cuộc bức hại
Middle School Student: I Aspire to Be a Dafa Cultivator,Học sinh trung học: Mong muốn được trở thành một người tu luyện Đại Pháp
Heilongjiang Woman in Her 70s Sentenced to Three Years for Distributing Falun Gong Materials,Hắc Long Giang: Một người phụ nữ 70 tuổi bị kết án 3 năm tù vì phân phát tài liệu Pháp Luân Công
78-year-old Woman Stands Trial for Her Faith,Một cụ bà 78 tuổi bị chính quyền xét xử vì kiên định đức tin
Shandong Woman Released on the Same Day That She Was Arrested for Practicing Falun Gong,Người phụ nữ Sơn Đông bị bắt vì tu luyện Pháp Luân Công và đã được trả tự do trong ngày
"Shanxi Woman Coerced Into Taking Unknown Drug While in Custody, Dies Nine Months Later","Người phụ nữ Sơn Tây bị ép uống thuốc không rõ nguồn gốc trong khi bị giam giữ, và qua đời 9 tháng sau đó"
Their Secret for Not Getting Infected with COVID,Bí quyết để không bị nhiễm COVID
85-year-old Woman on Hunger Strike for Eight Days and Counting,Cụ bà 85 tuổi đã tuyệt thực 8 ngày để phản bức hại và bị cáo buộc phạm tội vì kiên định đức tin
Former University Lecturer Secretly Sentenced for Her Faith Again,Cựu giảng viên đại học lại một lần nữa bị kết án tù một cách bí mật vì kiên định đức tin
Prison Guards Attempt to Have Falun Gong Practitioner’s Family Persuade Her to Stop Talking to People about Her Faith,"Lính canh tù gây sức ép lên gia đình học viên Pháp Luân Công, ép họ phải thuyết phục bà ấy ngừng lên tiếng cho đức tin của mình"
86-Year-Old Former Model Worker and His Wife Harassed for Practicing Falun Gong,Một cựu công nhân kiểu mẫu đặc cấp 86 tuổi và vợ bị sách nhiễu vì tu luyện Pháp Luân Công
Elderly Heilongjiang Man Tortured During Four Years of Imprisonment for His Faith,Cụ ông ở Hắc Long Giang bị tra tấn trong suốt 4 năm bị cầm tù vì kiên định đức tin
Stories of Those Who Stayed Safe During the Peak of China’s Recent COVID Outbreak,Câu chuyện của những người vẫn an toàn trong thời kỳ đỉnh điểm của đợt bùng dịch COVID gần đây ở Trung Quốc
Almost Everyone Except for My Aunt and Her Family Caught COVID,Hầu hết mọi người bị nhiễm COVID ngoại trừ gia đình cô tôi
Beijing Resident Sentenced to 27 Months for Distributing Falun Gong Materials,Bắc Kinh: Một cư dân bị kết án 27 tháng tù vì phân phát tài liệu Pháp Luân Công
Married Couple in Liaoning Province Secretly Arrested and Sentenced for Their Faith,Tỉnh Liêu Ninh: Hai vợ chồng bị bí mật bắt giữ và kết án vì đức tin của họ vào Pháp Luân Công
Sichuan Woman Jailed a Fourth Time for Her Faith in Falun Gong,Tỉnh Tứ Xuyên: Người phụ nữ bị cầm tù lần thứ tư vì kiên định đức tin vào Pháp Luân Công
A Heilongjiang Woman’s Uphill Battle in Getting Her Suspended Pension Reinstated,Cuộc chiến pháp lý đầy cam go của người phụ nữ Hắc Long Giang để khôi phục lại lương hưu bị đình chỉ của bà
79-year-old Woman Suffers Persistent High Blood Pressure While Serving Time for Her Faith,Cụ bà 79 tuổi bị huyết áp cao kéo dài trong thời gian thụ án vì kiên định đức tin của mình
Chinese People Awakened Amid Latest COVID Wave,Người dân Trung Quốc giữa làn sóng dịch bệnh COVID mới nhất
Beijing Couple Faces Trial for Practicing Falun Gong,Hai vợ chồng ở Bắc Kinh đối mặt với xét xử vì tu luyện Pháp Luân Công
"After 12 Years of Incarceration and Torture, Hubei Man Sentenced to Another Four Years for His Faith","Sau 12 năm bị giam cầm và tra tấn, người đàn ông Hồ Bắc lại bị kết án 4 năm tù vì kiên định đức tin của mình"
Former Glass Shop Owner Faces Trial for His Faith,Nguyên một chủ tiệm kính đối mặt với phiên tòa vì đức tin của mình
"Additional Persecution News from China – February 9, 2023 (9 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 9 tháng 2 năm 2023 (9 báo cáo)
Harbin Woman Dies 11 Months After Serving 5 Years in Prison for Her Faith,Người phụ nữ Cáp Nhĩ Tân qua đời sau 11 tháng mãn hạn án tù 5 năm oan sai
"Hebei Man Sentenced By Out-of-Province Court, Wife Still on the Run Due to Persecution of Their Shared Faith","Người đàn ông Hà Bắc bị tòa án ngoại tỉnh kết án, vợ ông vẫn phải sống lang bạt nhằm tránh khỏi bức hại vì đức tin của họ"
78-year-old Woman Taken into Custody Faces Trial for Her Faith in Falun Gong,Một cụ bà 78 tuổi đã bị bắt giam đang phải đối mặt với việc bị xét xử vì tín ngưỡng của mình vào Pháp Luân Công
"Two Years After Serving Previous Wrongful Term, Jilin Woman Faces Prosecution Again","Hai năm sau khi phải thi hành bản án sai trái trước kia, một người phụ nữ ở tỉnh Cát Lâm lại phải đối mặt với việc bị truy tố"
25-year-old Man Faces Trial for His Faith in Falun Gong,Một thanh niên 25 tuổi đang phải đối mặt với việc bị xét xử vì tín ngưỡng của mình vào Pháp Luân Công
Heilongjiang Woman Sentenced to Seven Years for Talking to People about Falun Gong,Một người phụ nữ ở tỉnh Hắc Long Giang bị kết án 7 năm tù vì nói chuyện với mọi người về Pháp Luân Công
Returning the Cash on a Rainy Night,Trả lại tiền trong đêm mưa
Japan: Poster Exhibition Exposes Organ Harvesting Atrocities in Communist China,Nhật Bản: Triển lãm tranh áp phích phơi bày tội ác thu hoạch nội tạng tại quốc gia cộng sản Trung Quốc
Jilin Woman in Her 70s Faces Prison Sentence for Her Faith,Người phụ nữ ngoài 70 tuổi ở Cát Lâm đối mặt với án tù vì kiên định đức tin
Eight Shandong Residents Wrongfully Sentenced for Their Faith—Four Are Serving Time,"Tám cư dân Sơn Đông bị kết án tù oan sai vì kiên định đức tin, hiện bốn người đã bị bỏ tù"
"Four Hubei Residents Arrested for Raising Awareness about the Persecution of Falun Gong, One Beaten by Police","Bốn cư dân Hồ Bắc bị bắt vì nâng cao nhận thức về cuộc bức hại Pháp Luân Công, một người trong số họ bị cảnh sát đánh đập"
"Additional Persecution News from China – February 3, 2023 (5 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 3 tháng 2 năm 2023 (5 báo cáo)
30-year-old Former Radio Host Beaten to Death in Prison for His Faith (Graphic Photo),Nguyên người dẫn chương trình 30 tuổi của một đài phát thanh đã bị đánh đập đến chết trong tù vì kiên định đức tin của mình
Gansu Man Dies after Years of Incarceration and Harassment,Người đàn ông Cam Túc qua đời sau nhiều năm bị giam giữ và sách nhiễu
"Additional Persecution News from China – February 8, 2023 (6 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 8 tháng 2 năm 2023 (6 báo cáo)
"Additional Persecution News from China – February 7, 2023 (8 Reports)",Tin tức bổ sung về cuộc bức hại tại Trung Quốc – Ngày 7 tháng 2 năm 2023 (8 báo cáo)
"Three Zhejiang Residents, Including a Woman in Her 80s, Sentenced to Prison for Practicing Falun Gong","Ba cư dân ở tỉnh Chiết Giang, bao gồm một cụ bà ngoài 80 tuổi, đã bị kết án tù vì tu luyện Pháp Luân Công"
"Arrested in a Police Sweep, Two Heilongjiang Women Sentenced to Prison for Practicing Falun Gong","Bị bắt trong một cuộc càn quét của cảnh sát, hai người phụ nữ ở tỉnh Hắc Long Giang bị kết án tù vì tu luyện Pháp Luân Công"
34-year-old Man Sentenced to Eight Years for Practicing Falun Gong,Người đàn ông 34 tuổi bị kết án tám năm tù chỉ vì tu luyện Pháp Luân Công
Heilongjiang Woman Sentenced to Prison for Her Faith,Người phụ nữ Hắc Long Giang bị kết án tù vì kiên định đức tin của mình
71-year-old Woman Given Third Prison Term for Practicing Falun Gong,Người phụ nữ 71 tuổi bị kết án tù lần thứ ba chỉ vì tu luyện Pháp Luân Công
"Sichuan Man Sentenced to Prison for His Faith, US-resident Daughter Calls for His Release","Người đàn ông Tứ Xuyên bị kết án tù vì đức tin, con gái đang sinh sống tại Hoa Kỳ kêu gọi trả tự do cho cha mình"
73-year-old Woman Secretly Sentenced to Prison for Practicing Falun Gong,Người phụ nữ 73 tuổi bị kết án tù bí mật vì tu luyện Pháp Luân Công
Inmates Change after Learning the Poems in Hong Yin,Các tù nhân thay đổi sau khi học những bài thơ trong Hồng Ngâm
People Changed After Listening to Master’s New Article,Người hữu duyên cải biến sau khi nghe kinh văn “Vì sao có nhân loại” của Sư phụ
"Blessed by Dafa, People’s Health and Minds Improve",Thế nhân quảng truyền phúc âm của Đại Pháp sau khi chứng kiến Thần tích
Textile Factory Owner Detained for Three Months and Counting for His Faith,Chủ nhà máy dệt bị giam giữ 3 tháng qua vì kiên định đức tin của mình
"After 14 Years in Prison and Losing Husband and Son, Former College Lecturer Arrested Again for Her Faith","Sau 10 năm ngồi tù oan sai và mất cả chồng lẫn con trai, nguyên giảng viên đại học lại bị bắt vì kiên đức tin của mình"
"Jilin Woman Tried for Her Faith, Still Detained Incommunicado","Người phụ nữ Cát Lâm bị xét xử vì kiên định đức tin, hiện vẫn đang bị biệt giam"
"Jilin Man Denied Legal Representation, Convicted for His Faith in Falun Gong",Người đàn ông ở Cát Lâm bị tước quyền thuê luật sư và bị kết án vì đức tin vào Pháp Luân Công
"32-year-old Man Tortured While Serving Time for His Faith, No Contact with Family for Three Months and Counting","Một người đàn ông 32 tuổi bị tra tấn khi thi hành án tù vì tín ngưỡng của mình, không được liên hệ với gia đình trong 3 tháng và tiếp tục như vậy"
